Useri,3
TesteRealizate,5
I1-Da/Nu,3
I2-Da/Nu,1
I3-Da/Nu,4
I4-Da/Nu,2
I5-Da/Nu,4
I6-Da/Nu,1
I7-Intuneric,1
I7-Soareci,1
I7-ObiecteAscutite,1
I7-Lift,2
