Useri,4
TesteRealizate,6
I1-Da/Nu,4
I2-Da/Nu,2
I3-Da/Nu,5
I4-Da/Nu,3
I5-Da/Nu,4
I6-Da/Nu,1
I7-Intuneric,2
I7-Soareci,1
I7-ObiecteAscutite,1
I7-Lift,2
